id,topic,subject_id,question,question_kn,option_a,option_a_kn,option_b,option_b_kn,option_c,option_c_kn,option_d,option_d_kn,correct_answer
f153db91-f4f5-409e-85bd-0802e386fbdd,Professional Skills,es,What is work ethic?,ಕೆಲಸದ ನೀತಿ ಎಂದರೇನು?,Skills for work,ಕೆಲಸಕ್ಕಾಗಿ ಕೌಶಲ್ಯಗಳು,Moral values at work,ಕೆಲಸದಲ್ಲಿ ನೈತಿಕ ಮೌಲ್ಯಗಳು,Physical labor,ದೈಹಿಕ ಶ್ರಮ,Measuring productivity,ಉತ್ಪಾದಕತೆಯನ್ನು ಅಳೆಯುವುದು,B
85e3d754-8067-4efc-8f1a-5e83f5b242c1,Professional Skills,es,Learning a new skill to do fundamentally the same nature of task is called _______,ಮೂಲಭೂತವಾಗಿ ಅದೇ ರೀತಿಯ ಕಾರ್ಯವನ್ನು ಮಾಡಲು ಹೊಸ ಕೌಶಲ್ಯವನ್ನು ಕಲಿಯುವುದನ್ನು _______ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ,Reskilling,ಪುನರ್ ಕೌಶಲ್ಯ,Upskilling,ಉನ್ನತ ಕೌಶಲ್ಯ,Semi-skilled,ಅರೆ ನುರಿತ,Technician,ತಂತ್ರಜ್ಞ,B
35308a83-5dc8-40e9-b43d-11f962e8d030,Professional Skills,es,"If a factory manager gets a big order to deliver but there is a shortage of workers, the manager will _______","ಕಾರ್ಖಾನೆಯ ವ್ಯವಸ್ಥಾಪಕರು ವಿತರಿಸಲು ದೊಡ್ಡ ಆದೇಶವನ್ನು ಪಡೆದರೆ ಆದರೆ ಕಾರ್ಮಿಕರ ಕೊರತೆಯಿದ್ದರೆ, ವ್ಯವಸ್ಥಾಪಕರು _______",Stop working,ಕೆಲಸ ನಿಲ್ಲಿಸು,Request workers to work extra hours,ಹೆಚ್ಚುವರಿ ಗಂಟೆಗಳ ಕೆಲಸ ಮಾಡಲು ಕಾರ್ಮಿಕರನ್ನು ವಿನಂತಿಸಿ,Ignore the problem,ಸಮಸ್ಯೆಯನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ,Cancel the orders,ಆದೇಶಗಳನ್ನು ರದ್ದುಗೊಳಿಸಿ,B
bbd2e3cf-c6d5-45bf-aa8e-775164c7a5d9,Professional Skills,es,"In an organization where all workers are skilled and working systematically, the outcome will be ________.","ಎಲ್ಲಾ ಕೆಲಸಗಾರರು ನುರಿತ ಮತ್ತು ವ್ಯವಸ್ಥಿತವಾಗಿ ಕೆಲಸ ಮಾಡುವ ಸಂಸ್ಥೆಯಲ್ಲಿ, ಫಲಿತಾಂಶವು ________ ಆಗಿರುತ್ತದೆ.",Loss for the organisation,ಸಂಸ್ಥೆಗೆ ನಷ್ಟ,Confusion,ಗೊಂದಲ,Increased output and profit,ಹೆಚ್ಚಿದ ಉತ್ಪಾದನೆ ಮತ್ತು ಲಾಭ,Less work gets done,ಕಡಿಮೆ ಕೆಲಸ ಮಾಡಲಾಗುತ್ತದೆ,C
a957241d-dd4e-4eb1-be59-6558f03e3a12,Professional Skills,es,What are some people related problems in a workplace?,ಕೆಲಸದ ಸ್ಥಳದಲ್ಲಿ ಕೆಲವು ಜನರಿಗೆ ಸಂಬಂಧಿಸಿದ ಸಮಸ್ಯೆಗಳು ಯಾವುವು?,More staff in the workplace,ಕೆಲಸದ ಸ್ಥಳದಲ್ಲಿ ಹೆಚ್ಚಿನ ಸಿಬ್ಬಂದಿ,More qualified workers,ಹೆಚ್ಚು ಅರ್ಹ ಕೆಲಸಗಾರರು,More experienced works,ಹೆಚ್ಚು ಅನುಭವಿ ಕೃತಿಗಳು,Workers do not communicate while facing the problem,ಸಮಸ್ಯೆ ಎದುರಿಸುವಾಗ ಕಾರ್ಮಿಕರು ಸಂವಹನ ನಡೆಸುವುದಿಲ್ಲ,D
06776b18-4545-405c-981d-f1351f9e3cbc,Professional Skills,es,What are some resource related problems in a workplace?,ಕೆಲಸದ ಸ್ಥಳದಲ್ಲಿ ಕೆಲವು ಸಂಪನ್ಮೂಲ ಸಂಬಂಧಿತ ಸಮಸ್ಯೆಗಳು ಯಾವುವು?,Electricity,ವಿದ್ಯುತ್,Less operators,ಕಡಿಮೆ ನಿರ್ವಾಹಕರು,More space for less machines,ಕಡಿಮೆ ಯಂತ್ರಗಳಿಗೆ ಹೆಚ್ಚು ಸ್ಥಳಾವಕಾಶ,Shortage of materials and space,ವಸ್ತುಗಳ ಕೊರತೆ ಮತ್ತು ಸ್ಥಳಾವಕಾಶ,D
817753a9-9ab4-4269-a473-59cd4f43ed21,Professional Skills,es,"While purchasing an equipment for your trade, how will you make decision?","ನಿಮ್ಮ ವ್ಯಾಪಾರಕ್ಕಾಗಿ ಉಪಕರಣವನ್ನು ಖರೀದಿಸುವಾಗ, ನೀವು ಹೇಗೆ ನಿರ್ಧಾರ ತೆಗೆದುಕೊಳ್ಳುತ್ತೀರಿ?",Choose the cheapest machine available,ಲಭ್ಯವಿರುವ ಅಗ್ಗದ ಯಂತ್ರವನ್ನು ಆರಿಸಿ,"Look at all the details, think carefully about the needs & budget and then make the choice","ಎಲ್ಲಾ ವಿವರಗಳನ್ನು ನೋಡಿ, ಅಗತ್ಯತೆಗಳು ಮತ್ತು ಬಜೆಟ್ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಯೋಚಿಸಿ ಮತ್ತು ನಂತರ ಆಯ್ಕೆ ಮಾಡಿ",Pick the machine which you like,ನೀವು ಇಷ್ಟಪಡುವ ಯಂತ್ರವನ್ನು ಆರಿಸಿ,Choose the first machine you see,ನೀವು ನೋಡುವ ಮೊದಲ ಯಂತ್ರವನ್ನು ಆರಿಸಿ,B
2eecad92-40a8-448c-9428-a4201b5c42d3,Professional Skills,es,"In a manufacturing unit, the packaging process is taking longer than usual time, causing delays in shipments. What should the workers do?","ಉತ್ಪಾದನಾ ಘಟಕದಲ್ಲಿ, ಪ್ಯಾಕೇಜಿಂಗ್ ಪ್ರಕ್ರಿಯೆಯು ಸಾಮಾನ್ಯ ಸಮಯಕ್ಕಿಂತ ಹೆಚ್ಚು ಸಮಯ ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ, ಇದು ಸಾಗಣೆಯಲ್ಲಿ ವಿಳಂಬವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ. ಕಾರ್ಮಿಕರು ಏನು ಮಾಡಬೇಕು?",Continue packaging the same way,ಪ್ಯಾಕೇಜಿಂಗ್ ಅನ್ನು ಅದೇ ರೀತಿಯಲ್ಲಿ ಮುಂದುವರಿಸಿ,Ignore the problem,ಸಮಸ್ಯೆಯನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ,Discuss and think about different ways to pack faster,ವೇಗವಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲು ವಿವಿಧ ವಿಧಾನಗಳ ಬಗ್ಗೆ ಚರ್ಚಿಸಿ ಮತ್ತು ಯೋಚಿಸಿ,Complain to the management,ಆಡಳಿತ ಮಂಡಳಿಗೆ ದೂರು ನೀಡಿ,C
c667a309-52ba-445f-8bb7-0b600cff24c2,Professional Skills,es,"While working, it is important to share our ideas with others because _______","ಕೆಲಸ ಮಾಡುವಾಗ, ನಮ್ಮ ಆಲೋಚನೆಗಳನ್ನು ಇತರರೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳುವುದು ಮುಖ್ಯ ಏಕೆಂದರೆ _______",to make others feel included.,ಇತರರು ಸೇರಿದ್ದಾರೆ ಎಂದು ಭಾವಿಸಲು.,to show off your knowledge.,ನಿಮ್ಮ ಜ್ಞಾನವನ್ನು ಪ್ರದರ್ಶಿಸಲು.,talking can help and make ideas better.,ಮಾತನಾಡುವುದು ಸಹಾಯ ಮಾಡುತ್ತದೆ ಮತ್ತು ಆಲೋಚನೆಗಳನ್ನು ಉತ್ತಮಗೊಳಿಸುತ್ತದೆ.,to impress others.,ಇತರರನ್ನು ಮೆಚ್ಚಿಸಲು.,C
54f58a74-f2d3-496c-829a-7e34c66586f3,Professional Skills,es,What should you do before making a choice at work?,ಕೆಲಸದಲ್ಲಿ ಆಯ್ಕೆ ಮಾಡುವ ಮೊದಲು ನೀವು ಏನು ಮಾಡಬೇಕು?,Don’t think too much,ಹೆಚ್ಚು ಯೋಚಿಸಬೇಡಿ,"Look at the details, listen to othersʹ ideas and choose","ವಿವರಗಳನ್ನು ನೋಡಿ, ಇತರರ ಆಲೋಚನೆಗಳನ್ನು ಆಲಿಸಿ ಮತ್ತು ಆಯ್ಕೆಮಾಡಿ",Take immediate decision,ತಕ್ಷಣ ನಿರ್ಧಾರ ತೆಗೆದುಕೊಳ್ಳಿ,Don’t discuss with others,ಇತರರೊಂದಿಗೆ ಚರ್ಚಿಸಬೇಡಿ,B
34806595-4b6f-42ef-84d8-ab24f422cefd,Professional Skills,es,"As a machine operator, if you find that your machine is not working properly, what should you do?","ಯಂತ್ರ ನಿರ್ವಾಹಕರಾಗಿ, ನಿಮ್ಮ ಯಂತ್ರವು ಸರಿಯಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿಲ್ಲ ಎಂದು ನೀವು ಕಂಡುಕೊಂಡರೆ, ನೀವು ಏನು ಮಾಡಬೇಕು?",Ignore it,ಅದನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ,Try to find the cause and remedies for the problem to solve it,ಸಮಸ್ಯೆಯನ್ನು ಪರಿಹರಿಸಲು ಕಾರಣ ಮತ್ತು ಪರಿಹಾರಗಳನ್ನು ಕಂಡುಹಿಡಿಯಲು ಪ್ರಯತ್ನಿಸಿ,Blame someone for the defect,ದೋಷಕ್ಕೆ ಯಾರನ್ನಾದರೂ ದೂಷಿಸಿ,Hide the machine,ಯಂತ್ರವನ್ನು ಮರೆಮಾಡಿ,B
d0146b33-9f6d-4a2e-8c90-e76bac2e3524,Professional Skills,es,"When we find a faster way to pack products at the factory, what should we do?","ಕಾರ್ಖಾನೆಯಲ್ಲಿ ಉತ್ಪನ್ನಗಳನ್ನು ಪ್ಯಾಕ್ ಮಾಡಲು ನಾವು ವೇಗವಾದ ಮಾರ್ಗವನ್ನು ಕಂಡುಕೊಂಡಾಗ, ನಾವು ಏನು ಮಾಡಬೇಕು?",Pack products faster than our coworkers,ನಮ್ಮ ಸಹೋದ್ಯೋಗಿಗಳಿಗಿಂತ ವೇಗವಾಗಿ ಉತ್ಪನ್ನಗಳನ್ನು ಪ್ಯಾಕ್ ಮಾಡಿ,Continue packing the way the team has been doing,ತಂಡವು ಮಾಡುತ್ತಿರುವ ರೀತಿಯಲ್ಲಿ ಪ್ಯಾಕ್ ಮಾಡುವುದನ್ನು ಮುಂದುವರಿಸಿ,Share the faster packing method with our team,ನಮ್ಮ ತಂಡದೊಂದಿಗೆ ವೇಗವಾದ ಪ್ಯಾಕಿಂಗ್ ವಿಧಾನವನ್ನು ಹಂಚಿಕೊಳ್ಳಿ,Keep the method as secret,ವಿಧಾನವನ್ನು ರಹಸ್ಯವಾಗಿ ಇರಿಸಿ,C
36bca5dd-3e7c-4082-94bc-7628ae39a032,Professional Skills,es,Which of the following is a good work habit?,ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ಉತ್ತಮ ಕೆಲಸದ ಅಭ್ಯಾಸ?,Getting tensed when work is challenging,ಕೆಲಸವು ಸವಾಲಾಗಿರುವಾಗ ಉದ್ವಿಗ್ನಗೊಳ್ಳುವುದು,Not following workplace rules,ಕೆಲಸದ ಸ್ಥಳದ ನಿಯಮಗಳನ್ನು ಪಾಲಿಸುತ್ತಿಲ್ಲ,Choosing easy tasks,ಸುಲಭವಾದ ಕಾರ್ಯಗಳನ್ನು ಆರಿಸುವುದು,Not giving up when something goes wrong,ಏನಾದರೂ ತಪ್ಪಾದಾಗ ಬಿಡುವುದಿಲ್ಲ,D
403e8497-daef-4238-8077-62181cff4238,Professional Skills,es,"While working with a team, if we notice a co-worker struggling with their workload, what should we do?","ತಂಡದೊಂದಿಗೆ ಕೆಲಸ ಮಾಡುವಾಗ, ಸಹೋದ್ಯೋಗಿಯೊಬ್ಬರು ತಮ್ಮ ಕೆಲಸದ ಹೊರೆಯೊಂದಿಗೆ ಹೆಣಗಾಡುತ್ತಿರುವುದನ್ನು ನಾವು ಗಮನಿಸಿದರೆ, ನಾವು ಏನು ಮಾಡಬೇಕು?",Ignore their struggles and focus on your own work.,ಅವರ ಹೋರಾಟಗಳನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ ಮತ್ತು ನಿಮ್ಮ ಸ್ವಂತ ಕೆಲಸದ ಮೇಲೆ ಕೇಂದ್ರೀಕರಿಸಿ.,Offer to help them with their tasks.,ಅವರ ಕಾರ್ಯಗಳಲ್ಲಿ ಅವರಿಗೆ ಸಹಾಯ ಮಾಡಲು ಆಫರ್ ಮಾಡಿ.,Laugh at their inability to manage their workload.,ಅವರ ಕೆಲಸದ ಹೊರೆಯನ್ನು ನಿರ್ವಹಿಸಲು ಅವರ ಅಸಮರ್ಥತೆಯನ್ನು ನೋಡಿ ನಗುತ್ತಾರೆ.,Report their struggles to the supervisor.,ಅವರ ಹೋರಾಟಗಳನ್ನು ಮೇಲ್ವಿಚಾರಕರಿಗೆ ವರದಿ ಮಾಡಿ.,B
74ca59c1-9296-46a8-a055-7e303bdd996c,Professional Skills,es,"While doing some difficult work, if it is not going on well, what we have to do?","ಕೆಲವು ಕಷ್ಟಕರವಾದ ಕೆಲಸವನ್ನು ಮಾಡುವಾಗ, ಅದು ಸರಿಯಾಗಿ ನಡೆಯದಿದ್ದರೆ, ನಾವು ಏನು ಮಾಡಬೇಕು?",Keep trying and look for another way,ಪ್ರಯತ್ನವನ್ನು ಮುಂದುವರಿಸಿ ಮತ್ತು ಇನ್ನೊಂದು ಮಾರ್ಗವನ್ನು ನೋಡಿ,Take a break and give up,ವಿರಾಮ ತೆಗೆದುಕೊಂಡು ಬಿಟ್ಟುಬಿಡಿ,Ask someone else to do it for you,ನಿಮಗಾಗಿ ಅದನ್ನು ಮಾಡಲು ಬೇರೆಯವರನ್ನು ಕೇಳಿ,Get upset and quit trying,ಅಸಮಾಧಾನಗೊಳ್ಳಿರಿ ಮತ್ತು ಪ್ರಯತ್ನಿಸುವುದನ್ನು ಬಿಟ್ಟುಬಿಡಿ,A
0d36f191-c8e2-4064-9824-43cebb7fd7a7,Professional Skills,es,"While working on a project, you realized that you had made a mistake. What should you do?","ಪ್ರಾಜೆಕ್ಟ್‌ನಲ್ಲಿ ಕೆಲಸ ಮಾಡುವಾಗ, ನೀವು ತಪ್ಪು ಮಾಡಿದ್ದೀರಿ ಎಂದು ನೀವು ಅರಿತುಕೊಂಡಿದ್ದೀರಿ. ನೀವು ಏನು ಮಾಡಬೇಕು?",Blame team members for the mistake,ತಪ್ಪಿಗೆ ತಂಡದ ಸದಸ್ಯರನ್ನು ದೂಷಿಸಿ,Wait for someone else to find out about the mistake,ತಪ್ಪಿನ ಬಗ್ಗೆ ಬೇರೆಯವರು ತಿಳಿದುಕೊಳ್ಳುವವರೆಗೆ ಕಾಯಿರಿ,Tell your boss about the mistake,ತಪ್ಪಿನ ಬಗ್ಗೆ ನಿಮ್ಮ ಬಾಸ್‌ಗೆ ತಿಳಿಸಿ,Ignore the mistake and continue working,ತಪ್ಪನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ ಮತ್ತು ಕೆಲಸವನ್ನು ಮುಂದುವರಿಸಿ,C
b01b8ae7-0a09-4626-ad7a-78696ae51cf5,Professional Skills,es,"While working in a team, if one of your team members is on leave and hasnʹt completed their tasks, what should you do?","ತಂಡದಲ್ಲಿ ಕೆಲಸ ಮಾಡುವಾಗ, ನಿಮ್ಮ ತಂಡದ ಸದಸ್ಯರಲ್ಲಿ ಒಬ್ಬರು ರಜೆಯಲ್ಲಿದ್ದರೆ ಮತ್ತು ಅವರ ಕಾರ್ಯಗಳನ್ನು ಪೂರ್ಣಗೊಳಿಸದಿದ್ದರೆ, ನೀವು ಏನು ಮಾಡಬೇಕು?",Criticise your coworker for not completing their work.,ನಿಮ್ಮ ಸಹೋದ್ಯೋಗಿಯನ್ನು ಅವರ ಕೆಲಸವನ್ನು ಪೂರ್ಣಗೊಳಿಸದಿದ್ದಕ್ಕಾಗಿ ಟೀಕಿಸಿ.,Keep working on your own tasks.,ನಿಮ್ಮ ಸ್ವಂತ ಕಾರ್ಯಗಳಲ್ಲಿ ಕೆಲಸ ಮಾಡುವುದನ್ನು ಮುಂದುವರಿಸಿ.,Ask other team members for help and complete your coworkerʹs task.,ಸಹಾಯಕ್ಕಾಗಿ ಇತರ ತಂಡದ ಸದಸ್ಯರನ್ನು ಕೇಳಿ ಮತ್ತು ನಿಮ್ಮ ಸಹೋದ್ಯೋಗಿ ಕಾರ್ಯವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ.,Complain to your supervisor about the incomplete work.,ಅಪೂರ್ಣ ಕೆಲಸದ ಬಗ್ಗೆ ನಿಮ್ಮ ಮೇಲ್ವಿಚಾರಕರಿಗೆ ದೂರು ನೀಡಿ.,C
c22d8a79-0def-4b3f-ab63-805d96fd90a6,Professional Skills,es,"When a machine operator suddenly faces a problem and quickly finds another way to do the work, it is called _________.","ಯಂತ್ರ ನಿರ್ವಾಹಕರು ಇದ್ದಕ್ಕಿದ್ದಂತೆ ಸಮಸ್ಯೆಯನ್ನು ಎದುರಿಸಿದಾಗ ಮತ್ತು ಕೆಲಸವನ್ನು ಮಾಡಲು ಮತ್ತೊಂದು ಮಾರ್ಗವನ್ನು ತ್ವರಿತವಾಗಿ ಕಂಡುಕೊಂಡಾಗ, ಅದನ್ನು _________ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.",Honesty,ಪ್ರಾಮಾಣಿಕತೆ,Adaptability,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,Sincerity,ಪ್ರಾಮಾಣಿಕತೆ,Integrity,ಸಮಗ್ರತೆ,B
14be6ac2-44c0-484b-9cf6-e82f3d692d04,Professional Skills,es,Which of the following best describes the self-management skill of reliability?,ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಸ್ವಯಂ-ನಿರ್ವಹಣಾ ಕೌಶಲ್ಯವನ್ನು ಉತ್ತಮವಾಗಿ ವಿವರಿಸುತ್ತದೆ?,Not completing tasks on time,ಸಮಯಕ್ಕೆ ಸರಿಯಾಗಿ ಕೆಲಸಗಳನ್ನು ಪೂರ್ಣಗೊಳಿಸುತ್ತಿಲ್ಲ,People always trust you to do your job well,ಜನರು ಯಾವಾಗಲೂ ನಿಮ್ಮ ಕೆಲಸವನ್ನು ಚೆನ್ನಾಗಿ ಮಾಡುತ್ತಾರೆ ಎಂದು ನಂಬುತ್ತಾರೆ,Ignoring the needs of others,ಇತರರ ಅಗತ್ಯಗಳನ್ನು ನಿರ್ಲಕ್ಷಿಸುವುದು,Not being honest with colleagues,ಸಹೋದ್ಯೋಗಿಗಳೊಂದಿಗೆ ಪ್ರಾಮಾಣಿಕವಾಗಿರುವುದಿಲ್ಲ,B
1d26c71f-d9a9-4065-a014-088f73d33f3c,Professional Skills,es,Which of the following is self-management skills?,ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ಸ್ವಯಂ ನಿರ್ವಹಣಾ ಕೌಶಲ್ಯಗಳು?,Listening skill,ಕೇಳುವ ಕೌಶಲ್ಯ,Writing skill,ಬರವಣಿಗೆಯ ಕೌಶಲ್ಯ,Adaptability and Flexibility,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ ಮತ್ತು ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,Speaking skill,ಮಾತನಾಡುವ ಕೌಶಲ್ಯ,C
cf36d35c-03e2-442f-8880-b54611386855,Professional Skills,es,Which of these situations show people working well together as a team?,ಈ ಸಂದರ್ಭಗಳಲ್ಲಿ ಯಾವ ಜನರು ತಂಡವಾಗಿ ಒಟ್ಟಿಗೆ ಕೆಲಸ ಮಾಡುತ್ತಾರೆ ಎಂಬುದನ್ನು ತೋರಿಸುತ್ತದೆ?,Two people arguing and not agreeing,ಇಬ್ಬರು ಜಗಳವಾಡುತ್ತಿದ್ದಾರೆ ಮತ್ತು ಒಪ್ಪುವುದಿಲ್ಲ,A group sharing ideas and listening to each other,ಆಲೋಚನೆಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುವ ಮತ್ತು ಪರಸ್ಪರ ಕೇಳುವ ಗುಂಪು,One person doing all the work without any help from team members,ಒಬ್ಬ ವ್ಯಕ್ತಿಯು ತಂಡದ ಸದಸ್ಯರ ಸಹಾಯವಿಲ್ಲದೆ ಎಲ್ಲಾ ಕೆಲಸಗಳನ್ನು ಮಾಡುತ್ತಾನೆ,All are working without discussing each other,ಎಲ್ಲರೂ ಪರಸ್ಪರ ಚರ್ಚಿಸದೆ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದಾರೆ,B
6bf4ef50-0e36-4c16-bc0b-2011f889034c,Professional Skills,es,What term describes a person who is always trying out new ways to reuse waste materials?,ತ್ಯಾಜ್ಯ ವಸ್ತುಗಳನ್ನು ಮರುಬಳಕೆ ಮಾಡಲು ಯಾವಾಗಲೂ ಹೊಸ ಮಾರ್ಗಗಳನ್ನು ಪ್ರಯತ್ನಿಸುತ್ತಿರುವ ವ್ಯಕ್ತಿಯನ್ನು ಯಾವ ಪದವು ವಿವರಿಸುತ್ತದೆ?,Planner,ಯೋಜಕ,Doer,ಮಾಡುವವನು,Idea Person,ಐಡಿಯಾ ಪರ್ಸನ್,Peacekeeper,ಶಾಂತಿಪಾಲಕ,C
f4a1d354-a1ef-4080-8940-70d3dec18e6c,Professional Skills,es,"In a team where members have different ideas and there is a disagreement, what should be done?","ಸದಸ್ಯರು ವಿಭಿನ್ನ ಆಲೋಚನೆಗಳನ್ನು ಹೊಂದಿರುವ ಮತ್ತು ಭಿನ್ನಾಭಿಪ್ರಾಯವಿರುವ ತಂಡದಲ್ಲಿ, ಏನು ಮಾಡಬೇಕು?",Let them argue,ಅವರು ವಾದ ಮಾಡಲಿ,Choose one idea without discussion,ಚರ್ಚೆಯಿಲ್ಲದೆ ಒಂದು ಕಲ್ಪನೆಯನ್ನು ಆರಿಸಿ,Discuss both ideas and find a way to make everyone agree,ಎರಡೂ ವಿಚಾರಗಳನ್ನು ಚರ್ಚಿಸಿ ಮತ್ತು ಎಲ್ಲರೂ ಒಪ್ಪಿಕೊಳ್ಳುವಂತೆ ಮಾಡುವ ಮಾರ್ಗವನ್ನು ಕಂಡುಕೊಳ್ಳಿ,Ask someone else to decide,ನಿರ್ಧರಿಸಲು ಬೇರೆಯವರನ್ನು ಕೇಳಿ,C
e59a2c05-33e7-4808-99bf-ac6eacefe1da,Professional Skills,es,Which of the following behaviours is not a characteristic of a team player?,ಕೆಳಗಿನ ಯಾವ ನಡವಳಿಕೆಯು ತಂಡದ ಆಟಗಾರನ ಲಕ್ಷಣವಲ್ಲ?,Taking credit for othersʹ work,ಇತರರ ಕೆಲಸಕ್ಕೆ ಕ್ರೆಡಿಟ್ ತೆಗೆದುಕೊಳ್ಳುವುದು,Listening to teammatesʹ ideas,ಸಹ ಆಟಗಾರರ ಆಲೋಚನೆಗಳನ್ನು ಆಲಿಸುವುದು,Respecting different viewpoints,ವಿಭಿನ್ನ ದೃಷ್ಟಿಕೋನಗಳನ್ನು ಗೌರವಿಸುವುದು,Willingness to help others,ಇತರರಿಗೆ ಸಹಾಯ ಮಾಡುವ ಇಚ್ಛೆ,A
40af3b93-0fa3-4b26-804d-97ca2eed7eb0,Professional Skills,es,What does working well together mean?,ಒಟ್ಟಿಗೆ ಚೆನ್ನಾಗಿ ಕೆಲಸ ಮಾಡುವುದರ ಅರ್ಥವೇನು?,Be friendly with all,ಎಲ್ಲರೊಂದಿಗೆ ಸ್ನೇಹದಿಂದಿರಿ,Not doing any mistakes,ಯಾವುದೇ ತಪ್ಪುಗಳನ್ನು ಮಾಡುತ್ತಿಲ್ಲ,Participate get-together,ಗೆಟ್-ಟುಗೆದರ್ ಭಾಗವಹಿಸಿ,"Sharing ideas, listening, finding solutions together","ವಿಚಾರಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುವುದು, ಆಲಿಸುವುದು, ಒಟ್ಟಿಗೆ ಪರಿಹಾರಗಳನ್ನು ಕಂಡುಕೊಳ್ಳುವುದು",D
89ce4cfd-31af-4db2-a755-419df9691ee7,Professional Skills,es,"When your teamʹs project is unsuccessful, what will you do as a leader?","ನಿಮ್ಮ ತಂಡದ ಯೋಜನೆಯು ವಿಫಲವಾದಾಗ, ನೀವು ನಾಯಕರಾಗಿ ಏನು ಮಾಡುತ್ತೀರಿ?",Blame the team for the failure,ವೈಫಲ್ಯಕ್ಕೆ ತಂಡವನ್ನು ದೂಷಿಸಿ,Encourage learning from mistakes,ತಪ್ಪುಗಳಿಂದ ಕಲಿಯಲು ಪ್ರೋತ್ಸಾಹಿಸಿ,Scold them,ಅವರನ್ನು ನಿಂದಿಸಿ,Ignore the team members,ತಂಡದ ಸದಸ್ಯರನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ,B
a4cfba9e-0831-40a3-987a-7003434d2c69,Professional Skills,es,"While working with your team on a project, one of your coworkers is finding it difficult to finish their job. What should you do in this situation?","ಪ್ರಾಜೆಕ್ಟ್‌ನಲ್ಲಿ ನಿಮ್ಮ ತಂಡದೊಂದಿಗೆ ಕೆಲಸ ಮಾಡುವಾಗ, ನಿಮ್ಮ ಸಹೋದ್ಯೋಗಿಗಳಲ್ಲಿ ಒಬ್ಬರು ತಮ್ಮ ಕೆಲಸವನ್ನು ಮುಗಿಸಲು ಕಷ್ಟಪಡುತ್ತಿದ್ದಾರೆ. ಈ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ ನೀವು ಏನು ಮಾಡಬೇಕು?",Finish their work for them.,ಅವರಿಗಾಗಿ ಅವರ ಕೆಲಸವನ್ನು ಮುಗಿಸಿ.,Ignore their problem and focus on your own work.,ಅವರ ಸಮಸ್ಯೆಯನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ ಮತ್ತು ನಿಮ್ಮ ಸ್ವಂತ ಕೆಲಸದ ಮೇಲೆ ಕೇಂದ್ರೀಕರಿಸಿ.,Complain about them to the boss.,ಅವರ ಬಗ್ಗೆ ಬಾಸ್‌ಗೆ ದೂರು ನೀಡಿ.,Help and support them to finish their work.,ಅವರ ಕೆಲಸವನ್ನು ಪೂರ್ಣಗೊಳಿಸಲು ಅವರಿಗೆ ಸಹಾಯ ಮಾಡಿ ಮತ್ತು ಬೆಂಬಲಿಸಿ.,D
3f5692ea-d528-4f2d-8ce1-8f1f30acfbf5,Professional Skills,es,Which is a good way to handle when some of your team member made a mistake?,ನಿಮ್ಮ ತಂಡದ ಕೆಲವು ಸದಸ್ಯರು ತಪ್ಪು ಮಾಡಿದಾಗ ನಿಭಾಯಿಸಲು ಉತ್ತಮ ಮಾರ್ಗ ಯಾವುದು?,Blame the person who did the mistake,ತಪ್ಪು ಮಾಡಿದ ವ್ಯಕ್ತಿಯನ್ನು ದೂಷಿಸಿ,Wait for someone else to solve it,ಬೇರೊಬ್ಬರು ಅದನ್ನು ಪರಿಹರಿಸುವವರೆಗೆ ಕಾಯಿರಿ,Discuss and find a way to solve it,ಚರ್ಚಿಸಿ ಮತ್ತು ಅದನ್ನು ಪರಿಹರಿಸುವ ಮಾರ್ಗವನ್ನು ಕಂಡುಕೊಳ್ಳಿ,Get angry and scold the team,ಕೋಪಗೊಂಡು ತಂಡವನ್ನು ಬೈಯಿರಿ,C
